NAISTYP_SORT; NAISTYP_C; NAISTYP_S20; NAISTYP_NAME_LAT; NAISTYP_NAME_DEU; NAISTYP_NAMK_DEU; NAISTYP_NAME_FRZ; NAISTYP_NAMK_FRZ; NTYP_C_ANHANG2A; NTYP_C_BSCHR_SEP; NTYP_C_BSCHR_TI; NTYP_W_B_ETAP1; NTYP_W_B_ETAP2; NTYP_G_P_ETAP1; NTYP_G_P_ETAP2; NTYP_BS_ETAP1; NTYP_BS_ETAP2; NTYP_SSKSMS_ETA1; NTYP_SSKSMS_ETA2; NTYP_DELARZE08; NTYP_C_ABGES; NTYP_C_GFX_ORT; NTYP_C_GFX_BODEN; NAISTYP_GFX; NAISTYP_WGES; NAISTYP_ANFP; NAISTYP_GFK; NAISTYP_GFEI; NAISTYP_GRB; NAISTYP_ANFP_05; NAISTYP_BEM; NTYP_NATP_ABK; NTYP_NATP_BED
1060.1;60*G   ;Y;"Calamagrostio variae-Piceetum; Gebüschvariante";"Buntreitgras-Fichtenwald; Gebüschvariante";"Buntreitgras-Fi-Wald; Gebüschvariante";"Pessière à  Calamagrostide bigarrée; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1060.1;60*TaG ;Y;;"Buntreitgras-Tannen-Fichtenwald; Gebüschvariante";"Buntreitgras-Ta-Fi-Wald; Gebüschvariante";"Pessière à  Calamagrostide bigarrée avec Sapin; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1061;61G    ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1062;62G    ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1065;65G    ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1065.1;65*G   ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1066;66G    ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1066.0001;66PMG  ;;;;;;;;;;;;;;;;;;;;;;;;PM;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1067;67G    ;Y;"Erico-Pinetum montanae; Gebüschvariante";Erika-Legföhrenwald;Erika-Legföhrenwald;Pineraie de montagne à  Pins couchés avec Bruyère;;;;;;;;;;;;;;;;;;;PM;GEN;Gebüschwälder Nadel;Gebüschwälder;;;67;Mit Legföhren
1068;68G    ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1068.1;68*G   ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1069;69G    ;Y;"Rhododendro hirsuti-Pinetum montanae; Gebüschvariante";Steinrosen-Legföhrenwald;Steinrosen-Legföhrenwald;Pineraie de montagne à  Pins couchés avec Rhododendron cilié;;;;;;;;;;;;;;;;;;;PM;GEN;Gebüschwälder Nadel;Gebüschwälder;;;69;Mit Legföhren
1070;70G    ;Y;"Rhododendro ferruginei-Pinetum montanae; Gebüschvariante";Alpenrosen-Legföhrenwald;Alpenrosen-Legföhrenwald;Pineraie de montagne à  Pins couchés avec Rhododendron ferrugineux;;;;;;;;;;;;;;;;;;;PM;GEN;Gebüschwälder Nadel;Gebüschwälder;;;70;Mit Legföhren
1071;71G    ;Y;"Sphagno-Pinetum montanae; Gebüschvariante";Torfmoos-Legföhrenwald;Torfmoos-Legföhrenwald;Pineraie de montagne à  Pins couchés avec sphaignes;;;;;;;;;;;;;;;;;;;PM;GEN;Gebüschwälder Nadel;Gebüschwälder;;;71;Mit Legföhren
1072;72G    ;Y;"Sphagno-Pinetum cembrae; Gebüschvariante";"Nordalpen-Arvenwald; Gebüschvariante";"Nordalpen-Arvenwald; Gebüschvariante";"Arolière des Alpes du Nord; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1091;91G    ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1092.001;92aG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1092.018;92zG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1093;93G    ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
2001;AV     ;Y;Alnenion viridis;Grünerlengebüsch;Grünerlengebüsch;Aunaie verte;;;AV;;;;;;;;;;;;x;;AV;Grünerlengebüsch;AV;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
2002;Samb   ;;;;Gebüschreiche Vorwaldgesellschaft;stade arbustif préforestier;;;;;;;;;;;;;05.03.2005;;;;;Gebüschreiche Vorwaldgesellschaft;SA;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
2003;Salci  ;;;;Moor-Weidengebüsch;Saulaie buissonnante marécageuse;;;;;;;;;;;;;05.03.2007;;;;;Moor-Weidengebüsch;SA;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
2004;Salwa  ;;;;Gebirgs-Weidengebüsch;Saulaie buissonnante subalpine;;;;;;;;;;;;;05.03.2008;;;;;Gebirgs-Weidengebüsch;SA;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
2005;Saro   ;;;;Besenginstergebüsch;Buissons thermophiles sur sol acide;;;;;;;;;;;;;05.03.2001;;;;;Besenginstergebüsch;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
2006;Berb   ;;;;Trockenwarmes Gebüsch;Buissons xérothermophiles sur sol neutre à  alcalin;;;;;;;;;;;;;05.03.2002;;;;;Trockenwarmes Gebüsch;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
2007;Prun   ;;;;Mesophiles Gebüsch;Buissons mésophiles;;;;;;;;;;;;; 5.3.3;;;;;Mesophiles Gebüsch;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
2008;Rubi   ;;;;Brombeergestrüpp;Roncier;;;;;;;;;;;;;05.03.2004;;;;;Brombeergestrüpp;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
2009;Rhod   ;;;;Alpenrosenheide;Lande subalpine xérophile sur sol acide;;;;;;;;;;;;;05.04.2005;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
2010;Junip  ;;;;Zwergwacholderheide;Lande subalpine méso-hygrophile sur sol acide;;;;;;;;;;;;;05.04.2004;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
3000;u      ;;;;Nicht-Wald;surface non-boisée;;;;;;;;;;;;;;;;;;Nicht-Wald;u;u;u;u;;;;
3001;u-1    ;;;;Siedlung;milieux construits;;;;;;;;;;;;;;;;;;Siedlung;u;u;u;u;;"Überbaute Fläche; Siedlungsgebiet (Verkehrswege; Gebäude inkl. Umschwung/Garten/Park; Sportanalgen)";;
3002;u-2    ;;;;Acker;champs;;;;;;;;;;;;;;;;;;Acker;u;u;u;u;;"Acker oder umgepflügte Kunstwiese; Gartenbauflächen; Reben";;
3003;u-3    ;;;;Fettwiese;prairie grasse;;;;;;;;;;;;;;;;;;Fettwiese;u;u;u;u;;Intensiv bewirtschaftete (gedüngte) Wiese;;
3004;u-4    ;;;;Fettwiese/Bäume;prairie grasse boisée;;;;;;;;;;;;;;;;;;Fettwiese/Bäume;u;u;u;u;;"Fettwiese mit Einzelbäumen; Hecken oder Feldgehölzen";;
3005;u-5    ;;;;Weide;pâturage;;;;;;;;;;;;;;;;;;Weide;u;u;u;u;;Wiese (intensiv beweidet);;
3006;u-6    ;;;;Wytweide;pâturage boisé;;;;;;;;;;;;;;;;;;Wytweide;u;u;u;u;;"Bestockte Weide; Wytweide; aufgelöste Bestockung (mässig intensiv beweidet)";;
3007;u-7    ;;;;Hochstauden;hautes herbes;;;;;;;;;;;;;;;;;;Hochstauden;u;u;u;u;;Hochstaudenflur (inkl. Farne);;
3008;u-8    ;;;;Magerwiese;prairie/pâturage maigre;;;;;;;;;;;;;;;;;;Magerwiese;u;u;u;u;;"Einwachsende Alpweide; Magerwiese; Trockenrasen; (t.Z. extensiv genutzt)";;
3009;u-9    ;;;;Feuchtgebiet;lieux humides;;;;;;;;;;;;;;;;;;Feuchtgebiet;u;u;u;u;;"Feuchtgebiet: Ried; Moor; Feuchtwiese; usw. (extensiv oder nicht genutzt)";;
3010;u-10   ;;;;Gewässer;eEaux libres;;;;;;;;;;;;;;;;;;Gewässer;u;u;u;u;;"Offenes Gewässer (See; Fluss)";;
3011;u-11   ;;;;Fels/Schutt;rochers et éboulis;;;;;;;;;;;;;;;;;;Fels/Schutt;u;u;u;u;;"Fels; Blockschutt; Geröllhalden; Ruderalflächen; Ödland (überwiegend vegetationslos); auch permanente Rutschflächen an Bachläufen ";;
